,CDSID,Invoice_count,Total_MWh,Revenue,Cost,Total_margin,Margin,Margin_per_invoice,MWh_per_invoice,State,Zip,dwelling_type,homeowner_probability_model,home_swimming_pool,home_air_conditioning,home_heating_system,home_sewer,home_water,census_median_home_value,census_median_hh_income,Home_Year_Built,Home_Purchase_Price_Code,Home_Purchase_Year,Home_Est_Current_Value_Code,density,property_home_square_footage,property_land_square_footage,gender,dob_yr,marital_status,occupation_group,education_of_person,length_of_residence_code,number_of_persons_in_unit,single_parent,estimated_income_code,household_net_worth,Secondary_Address_Present,presence_of_children,number_of_children,number_of_adults,consumer_electronics,computer_owner,cooking_enthusiast,Pets_Multi,gardening,home_decor_enthusiast,home_improvement_grouping,outdoor_enthusiast,Travel_Grouping,medIncome,avgIncome,percapIncome,highIncomePct
946,110715413,32,11.0,637.79,598.38,39.41,Positive,1.23,0.34,OH,45833,S,H,,A,G,0,3,732,692,1966,2,2003,D,3906,2000.0,8000.0,F,1959,S,H,A,14,1,,B,B,N,Y,,1,2.0,Y,Y,Y,Y,Y,Y,Y,Y,61545.0,72581.0,29317.0,0.028
947,120078931,32,33.5,1936.21,1797.26,138.95,Positive,4.34,1.05,OH,45833,S,H,,A,G,0,3,802,692,1906,3,1999,G,730,4000.0,13000.0,M,1958,S,G,,15,2,,M,G,N,,,2,3.0,Y,Y,Y,Y,Y,Y,,Y,61545.0,72581.0,29317.0,0.028
948,110461714,32,30.2,1750.11,1549.57,200.54,Positive,6.27,0.94,OH,45833,S,H,,A,G,0,3,802,692,1940,1,2002,D,4166,2500.0,5000.0,M,1981,M,G,A,15,6,,J,A,N,Y,4.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,61545.0,72581.0,29317.0,0.028
949,126177874,37,25.0,1522.35,1209.71,312.64,Positive,8.45,0.68,OH,45833,S,H,,A,G,0,3,1015,692,1979,0,0,F,2870,3100.0,41000.0,M,1956,M,A,,15,4,,O,G,N,Y,2.0,2,3.0,Y,Y,Y,Y,Y,Y,,Y,61545.0,72581.0,29317.0,0.028
950,155617380,37,26.1,1623.33,1798.18,-174.85,Negative,-4.73,0.71,OH,44646,S,H,,,G,0,0,1288,622,1971,1,1987,F,6072,2000.0,11000.0,M,1954,S,E,A,15,4,,N,E,N,Y,,4,2.0,Y,Y,Y,,Y,Y,Y,,54813.0,75104.0,31356.0,0.049
951,157368371,33,21.9,1284.7,1304.77,-20.07,Negative,-0.61,0.66,OH,44646,S,H,Y,,G,0,0,941,612,1957,2,2006,E,2704,1500.0,22000.0,M,1962,M,D,B,10,3,,N,G,N,Y,,3,2.0,Y,,,,,,Y,,54813.0,75104.0,31356.0,0.049
952,155588105,18,13.6,675.87,695.33,-19.46,Negative,-1.08,0.76,OH,44646,S,H,,,G,0,0,1288,622,1989,0,2011,G,3527,1700.0,15000.0,M,1968,S,B,B,11,1,,N,G,N,N,0.0,1,2.0,Y,,,Y,Y,Y,,Y,54813.0,75104.0,31356.0,0.049
953,155555393,37,11.4,620.08,626.59,-6.51,Negative,-0.18,0.31,OH,44646,S,H,,,G,0,0,1351,998,1974,0,0,G,4392,1700.0,20000.0,M,1947,M,G,C,0,8,,N,H,N,Y,5.0,3,,,,,Y,,,,Y,54813.0,75104.0,31356.0,0.049
954,154485269,37,19.1,1180.72,1124.34,56.38,Positive,1.52,0.52,OH,44646,S,H,,,G,0,0,1222,876,1998,1,1998,I,1596,2400.0,15000.0,F,1964,M,G,B,15,8,,O,G,N,Y,4.0,4,2.0,Y,Y,Y,Y,Y,Y,Y,Y,54813.0,75104.0,31356.0,0.049
955,155591781,37,21.4,1324.09,1203.71,120.38,Positive,3.25,0.58,OH,44646,S,H,,,G,0,0,1086,554,1975,3,2006,F,2989,1500.0,12000.0,M,1970,S,G,C,11,7,,O,F,N,Y,6.0,1,3.0,Y,Y,,,Y,Y,Y,Y,54813.0,75104.0,31356.0,0.049
956,155288216,37,34.2,2128.46,1859.77,268.69,Positive,7.26,0.92,OH,44646,S,H,,,G,0,0,1086,554,1975,1,1991,F,5108,1500.0,13000.0,M,1953,M,D,A,15,5,,N,E,N,Y,1.0,4,3.0,Y,Y,,,Y,Y,,Y,54813.0,75104.0,31356.0,0.049
957,155621713,37,39.9,2453.77,2161.73,292.04,Positive,7.89,1.08,OH,44646,S,H,,,G,0,0,1288,622,1952,2,1995,F,1867,1700.0,34000.0,M,1952,M,E,A,15,1,,O,H,N,,,1,2.0,Y,Y,,,,,Y,Y,54813.0,75104.0,31356.0,0.049
958,154769464,37,30.4,1870.69,1573.8,296.89,Positive,8.02,0.82,OH,44646,S,H,,,G,0,0,1592,937,1989,4,2005,I,4502,2600.0,18000.0,M,1954,S,A,C,12,1,,Q,H,N,,,1,1.0,Y,,,,,,,Y,54813.0,75104.0,31356.0,0.049
959,154290068,37,23.9,1488.95,1134.91,354.04,Positive,9.57,0.65,OH,44646,S,H,,,G,0,0,919,606,1995,0,0,H,1916,2300.0,17000.0,M,1954,M,A,,15,3,,O,F,N,Y,1.0,2,2.0,Y,Y,,Y,Y,Y,Y,Y,54813.0,75104.0,31356.0,0.049
960,156660870,37,49.0,3048.03,2494.55,553.48,Positive,14.96,1.32,OH,44646,S,H,,,G,0,0,1351,998,1976,0,2012,G,1268,2000.0,22000.0,M,1958,M,D,B,15,6,,O,I,N,Y,3.0,3,2.0,Y,Y,Y,,Y,Y,Y,Y,54813.0,75104.0,31356.0,0.049
961,156321827,37,38.4,2400.43,1803.71,596.72,Positive,16.13,1.04,OH,44646,S,H,,,G,0,0,3486,998,1950,0,2002,F,548,1200.0,94000.0,M,1933,M,B,B,15,2,,O,I,N,N,0.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,54813.0,75104.0,31356.0,0.049
962,152663137,37,73.0,4602.5,3330.04,1272.46,Positive,34.39,1.97,OH,44646,S,H,,,E,0,0,1078,584,1994,5,2008,J,659,1600.0,415000.0,M,1952,S,E,A,9,3,,N,F,N,N,0.0,3,2.0,Y,,,,Y,Y,Y,Y,54813.0,75104.0,31356.0,0.049
963,125335896,24,24.6,1208.95,1382.87,-173.92,Negative,-7.25,1.03,OH,43138,S,H,,,,0,0,972,519,1984,0,1986,F,95,1700.0,139000.0,M,1952,M,G,A,15,3,,A,B,N,,,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
964,118030595,30,26.9,1325.89,1478.16,-152.27,Negative,-5.08,0.9,OH,43138,S,H,,,G,0,0,971,449,1992,1,1998,E,357,1000.0,10000.0,M,1971,M,E,A,15,4,,N,F,N,Y,,4,3.0,Y,Y,,,,Y,Y,Y,49852.0,59181.0,24316.0,0.014
965,117512215,22,13.6,736.92,841.57,-104.65,Negative,-4.76,0.62,OH,43138,S,H,,A,G,0,0,724,519,1971,1,1992,E,2310,1000.0,7000.0,M,1964,M,V,B,15,9,,N,B,N,Y,4.0,5,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
966,120612625,17,22.7,1144.75,1221.45,-76.7,Negative,-4.51,1.34,OH,43138,S,H,,A,,0,0,944,748,1961,0,1990,L,253,4200.0,1727000.0,F,1942,M,H,B,15,3,,J,G,N,,,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
967,117733529,30,27.4,1347.48,1410.75,-63.27,Negative,-2.11,0.91,OH,43138,S,H,,,G,0,0,944,748,1966,1,1998,E,268,2300.0,24000.0,M,1961,S,D,C,15,4,,O,F,N,Y,1.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
968,119047465,30,33.0,1622.71,1685.51,-62.8,Negative,-2.09,1.1,OH,43138,S,H,,,G,0,0,944,748,2000,1,1997,E,62,1600.0,145000.0,F,1959,S,Z,A,15,3,,I,B,N,Y,1.0,2,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
969,109336342,30,41.4,2039.97,2087.99,-48.02,Negative,-1.6,1.38,OH,43138,S,H,,A,,0,0,724,519,1954,6,1996,O,178,5100.0,7042000.0,F,1965,S,D,A,15,6,,N,G,N,Y,3.0,3,3.0,Y,Y,,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
970,125841767,30,27.4,1348.34,1388.99,-40.65,Negative,-1.35,0.91,OH,43138,S,H,,A,G,0,0,743,449,1966,0,1985,E,4245,1900.0,27000.0,M,1964,M,Z,,15,4,,A,F,N,N,0.0,4,3.0,Y,Y,,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
971,123803188,30,8.9,437.04,473.54,-36.5,Negative,-1.22,0.3,OH,43138,S,H,,A,,0,0,817,449,1970,1,1984,F,91,2400.0,142000.0,M,1958,M,A,A,15,2,,L,G,N,,,2,2.0,Y,,,,,,,,49852.0,59181.0,24316.0,0.014
972,118834053,24,14.4,708.53,742.43,-33.9,Negative,-1.41,0.6,OH,43138,S,H,,A,,0,0,724,519,1999,0,2005,E,178,1800.0,347000.0,M,1968,M,E,A,12,3,,H,G,N,Y,1.0,2,3.0,Y,,Y,,,,,Y,49852.0,59181.0,24316.0,0.014
973,119678246,30,9.1,446.17,479.17,-33.0,Negative,-1.1,0.3,OH,43138,S,H,,,,0,0,972,748,1979,2,2003,E,95,2000.0,102000.0,F,1951,S,Z,A,14,1,,A,B,N,,,1,3.0,Y,Y,Y,,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
974,121641025,30,23.9,1176.62,1207.44,-30.82,Negative,-1.03,0.8,OH,43138,S,H,,A,G,0,0,971,748,1964,0,2005,G,731,2500.0,20000.0,F,1955,M,E,A,12,3,,P,G,N,Y,1.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
975,117649974,30,41.1,2022.57,2044.97,-22.4,Negative,-0.75,1.37,OH,43138,S,H,,A,,0,0,971,449,1979,1,1990,H,5348,5000.0,12000.0,M,1953,M,G,B,15,9,,J,G,N,Y,7.0,5,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
976,109651042,30,28.9,1421.26,1442.54,-21.28,Negative,-0.71,0.96,OH,43138,S,H,,A,,0,0,1025,449,1983,0,2001,G,731,2500.0,45000.0,M,0,,Z,,15,3,,C,G,N,N,0.0,3,2.0,Y,,,,,Y,Y,Y,49852.0,59181.0,24316.0,0.014
977,106456694,30,45.0,2214.81,2232.44,-17.63,Negative,-0.59,1.5,OH,43138,S,H,,A,G,0,0,951,449,1930,2,2003,H,258,3200.0,10000.0,F,1968,M,G,B,14,9,,N,C,N,Y,6.0,6,2.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
978,122775300,30,58.1,2862.37,2875.5,-13.13,Negative,-0.44,1.94,OH,43138,S,H,,A,,0,0,944,519,2003,2,2003,E,102,1600.0,79000.0,M,1977,M,G,A,14,7,,L,B,N,Y,5.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
979,123177074,30,34.1,1681.18,1692.13,-10.95,Negative,-0.36,1.14,OH,43138,S,H,,,,0,0,951,449,1983,0,0,H,118,1500.0,553000.0,M,1953,M,G,A,15,4,Y,M,B,N,Y,1.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
980,109131058,29,18.6,1024.9,1033.12,-8.22,Negative,-0.28,0.64,OH,43138,S,H,,A,G,0,0,975,439,1967,3,2008,F,1657,2700.0,9000.0,F,1947,M,Z,,9,2,,I,D,N,,,2,2.0,Y,Y,Y,Y,Y,Y,,Y,49852.0,59181.0,24316.0,0.014
981,120011073,21,36.4,1792.71,1800.73,-8.02,Negative,-0.38,1.73,OH,43138,S,H,,A,,0,0,944,748,1971,0,0,F,60,1600.0,58000.0,M,1944,M,G,A,15,2,,K,G,N,N,0.0,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
982,106002824,21,34.9,1899.33,1906.83,-7.5,Negative,-0.36,1.66,OH,43138,S,H,Y,A,G,0,0,975,449,1955,0,2002,G,1657,2100.0,104000.0,M,1950,S,A,A,15,5,,O,H,N,Y,1.0,4,3.0,Y,Y,Y,,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
983,125118849,30,9.9,486.1,486.71,-0.61,Negative,-0.02,0.33,OH,43138,S,H,,,,0,0,972,748,1955,0,1995,D,140,1000.0,364000.0,M,1962,S,E,B,15,2,Y,O,G,N,Y,1.0,1,2.0,Y,,,,,,Y,Y,49852.0,59181.0,24316.0,0.014
984,126314049,30,38.4,1889.11,1889.36,-0.25,Negative,-0.01,1.28,OH,43138,S,H,,,,0,0,944,748,1949,2,2005,E,62,2200.0,86000.0,M,1984,M,Z,,12,2,,O,D,N,,,2,1.0,Y,,,,,,Y,,49852.0,59181.0,24316.0,0.014
985,107319312,30,31.6,1557.55,1533.7,23.85,Positive,0.8,1.05,OH,43138,S,H,,,,0,0,972,748,1960,0,1999,E,328,3000.0,76000.0,M,1955,M,E,B,15,2,,N,F,N,Y,,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
986,123769701,22,21.5,1168.19,1084.03,84.16,Positive,3.83,0.98,OH,43138,S,H,,A,G,0,0,879,519,1969,2,1999,G,2691,2600.0,16000.0,M,1968,S,Z,,3,2,,N,H,N,N,0.0,2,1.0,Y,Y,,,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
987,110583813,30,44.4,2186.26,2101.92,84.34,Positive,2.81,1.48,OH,43138,S,H,,A,,0,0,971,449,1953,0,1991,K,221,,,M,1929,M,H,A,13,2,,L,H,N,N,0.0,2,1.0,Y,Y,,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
988,120730176,30,27.1,1333.8,1223.3,110.5,Positive,3.68,0.9,OH,43138,S,H,,,,0,0,972,519,1900,0,2006,H,80,2600.0,1409000.0,M,1934,M,H,B,11,3,,A,C,N,Y,,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
989,109248800,22,18.6,1008.51,889.43,119.08,Positive,5.41,0.85,OH,43138,S,H,,,,0,0,975,439,1997,3,2005,G,6267,3100.0,21000.0,M,1951,M,E,A,12,4,,O,G,N,Y,1.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
990,320898371,27,37.1,1824.59,1665.58,159.01,Positive,5.89,1.37,OH,43138,S,H,,A,,0,0,724,519,1993,1,1993,D,299,1200.0,87000.0,F,1951,M,B,B,15,2,,E,D,N,Y,,2,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
991,120660057,30,16.7,1031.73,842.1,189.63,Positive,6.32,0.56,OH,43138,S,H,,,G,0,0,610,519,1951,1,1996,D,4955,2200.0,7000.0,F,1954,M,B,B,15,4,,N,D,N,Y,1.0,3,1.0,Y,Y,,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
992,106046344,30,37.4,1839.66,1648.0,191.66,Positive,6.39,1.25,OH,43138,S,H,,,,0,0,972,748,1980,0,2005,D,140,1500.0,34000.0,M,1938,M,G,B,12,2,,G,D,N,,,2,1.0,Y,Y,,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
993,120136276,30,63.6,3131.0,2923.63,207.37,Positive,6.91,2.12,OH,43138,S,H,,A,G,0,0,944,519,1995,2,1999,G,178,2100.0,88000.0,F,1971,M,Y,C,15,9,,O,F,N,Y,6.0,3,2.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
994,123804017,30,66.4,3269.98,3021.75,248.23,Positive,8.27,2.21,OH,43138,S,H,,A,,0,0,944,748,1994,1,1993,I,62,4400.0,455000.0,F,1969,M,G,A,15,8,,O,B,N,Y,5.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
995,125314665,25,55.6,2739.16,2472.91,266.25,Positive,10.65,2.22,OH,43138,S,H,,A,,0,0,724,519,1974,1,1986,D,178,2000.0,258000.0,F,1956,M,Z,,15,8,,G,A,N,Y,4.0,4,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
996,122951684,24,36.2,1918.23,1606.38,311.85,Positive,12.99,1.51,OH,43138,S,H,,,,0,0,971,449,1992,1,1991,H,44,3500.0,187000.0,F,1951,M,Z,B,15,7,,L,F,N,Y,3.0,4,2.0,Y,Y,,Y,,Y,Y,Y,49852.0,59181.0,24316.0,0.014
997,108398985,35,35.3,2131.57,1639.77,491.8,Positive,14.05,1.01,OH,43138,S,H,,,,0,0,794,439,1961,1,2003,D,163,1200.0,130000.0,M,1949,M,Z,,15,5,,B,A,N,Y,3.0,2,3.0,,,Y,,,,,,49852.0,59181.0,24316.0,0.014
998,120873496,37,38.5,2365.89,1784.74,581.15,Positive,15.71,1.04,OH,43138,S,H,,A,,0,0,630,476,2000,0,2003,F,86,1700.0,376000.0,M,1950,M,D,A,14,2,,N,G,N,Y,,2,1.0,Y,Y,,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
999,124848146,37,46.0,2698.55,2079.87,618.68,Positive,16.72,1.24,OH,43138,S,H,,A,,0,0,951,449,1987,1,1986,F,118,3200.0,84000.0,F,1961,M,G,B,15,5,,N,E,N,Y,,5,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
1000,109667840,37,87.1,5379.54,4165.19,1214.35,Positive,32.82,2.35,OH,43138,S,H,,,,0,0,630,476,2005,1,2005,J,160,4800.0,264000.0,M,1963,M,G,B,12,6,,C,B,N,Y,,6,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
1001,117516105,37,68.8,4249.18,2793.03,1456.15,Positive,39.36,1.86,OH,43138,S,H,,,,0,0,929,439,1965,0,0,F,290,2900.0,258000.0,M,1935,M,H,A,15,3,,B,B,N,Y,,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
1002,303075425,37,98.3,6043.9,4551.85,1492.05,Positive,40.33,2.66,OH,43138,S,H,,A,G,0,0,975,439,1999,7,2001,Q,170,5700.0,165000.0,M,1958,M,D,B,15,5,,O,I,N,Y,2.0,3,2.0,Y,Y,,,Y,Y,Y,Y,49852.0,59181.0,24316.0,0.014
1003,108427383,34,25.0,1354.72,1528.4,-173.68,Negative,-5.11,0.74,OH,44705,S,H,,,G,0,0,549,360,1970,1,1990,C,8879,800.0,6000.0,F,1966,M,B,B,15,7,Y,C,B,N,Y,4.0,3,3.0,Y,Y,,,Y,Y,,Y,34291.0,49225.0,18933.0,0.016
1004,124810514,20,14.8,793.29,860.78,-67.49,Negative,-3.37,0.74,OH,44705,S,H,,,G,0,0,1307,744,2002,3,2012,G,8676,1500.0,10000.0,M,1970,M,B,B,8,9,,O,E,N,Y,4.0,5,2.0,Y,Y,Y,,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1005,341014825,29,40.7,2188.94,2253.58,-64.64,Negative,-2.23,1.4,OH,44705,S,H,,,G,0,0,549,360,1965,1,1988,C,6208,1300.0,6000.0,M,1954,M,Z,A,15,8,,L,B,N,Y,5.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1006,109144337,23,13.9,748.17,801.36,-53.19,Negative,-2.31,0.6,OH,44705,S,H,,,G,0,0,549,360,1951,1,2005,C,6185,1000.0,6000.0,F,1967,S,Z,A,12,2,,A,A,N,Y,,2,,,,,Y,,,,Y,34291.0,49225.0,18933.0,0.016
1007,117651217,20,18.6,1000.43,1046.9,-46.47,Negative,-2.32,0.93,OH,44705,S,H,,,G,0,0,489,238,1923,1,2000,C,3920,900.0,4000.0,M,1968,M,E,A,15,3,,K,B,N,Y,1.0,2,2.0,Y,Y,Y,Y,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1008,106450944,31,35.6,1913.18,1946.75,-33.57,Negative,-1.08,1.15,OH,44705,S,H,,,G,0,0,1307,744,1998,3,2002,H,8676,2000.0,11000.0,F,1965,M,Z,,15,5,,Q,G,N,Y,1.0,4,2.0,Y,Y,Y,Y,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1009,123172882,31,20.7,1111.84,1134.91,-23.07,Negative,-0.74,0.67,OH,44705,S,H,,,G,0,0,549,360,1951,1,1989,C,6522,800.0,6000.0,F,1959,M,E,A,15,4,,M,F,N,Y,1.0,3,2.0,Y,Y,,,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1010,118004017,26,12.4,708.99,729.11,-20.12,Negative,-0.77,0.48,OH,44705,S,H,,,G,0,0,718,396,1925,0,0,C,7114,1100.0,3000.0,M,1933,S,H,,15,1,,B,F,N,N,0.0,1,2.0,Y,Y,Y,Y,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1011,105460100,31,15.1,812.03,827.85,-15.82,Negative,-0.51,0.49,OH,44705,S,H,,,G,0,0,489,238,1919,0,0,B,11021,800.0,4000.0,F,1939,M,H,B,10,1,,I,D,N,N,0.0,1,1.0,Y,Y,,,Y,Y,,,34291.0,49225.0,18933.0,0.016
1012,110301986,27,21.2,1138.36,1151.11,-12.75,Negative,-0.47,0.79,OH,44705,S,H,Y,,G,0,0,1307,744,1973,3,2003,G,6503,1800.0,14000.0,M,1952,M,E,B,14,2,,O,H,N,Y,,2,3.0,Y,Y,,Y,Y,Y,,Y,34291.0,49225.0,18933.0,0.016
1013,110138774,31,16.5,886.02,898.42,-12.4,Negative,-0.4,0.53,OH,44705,S,H,,,E,0,0,549,360,1955,1,1993,C,1241,1000.0,8000.0,M,1965,M,B,B,15,2,,E,B,N,Y,,2,2.0,Y,Y,,,,,Y,Y,34291.0,49225.0,18933.0,0.016
1014,117600776,21,9.0,485.08,494.01,-8.93,Negative,-0.43,0.43,OH,44705,S,H,,,G,0,0,636,396,1947,0,0,C,12474,1100.0,3000.0,M,1954,S,E,A,15,1,Y,F,F,N,,,1,3.0,Y,Y,,,,,,,34291.0,49225.0,18933.0,0.016
1015,107349062,31,19.4,1042.45,1043.94,-1.49,Negative,-0.05,0.63,OH,44705,S,H,,,G,0,0,718,396,1931,1,1992,D,7690,1400.0,9000.0,F,1963,M,Z,D,15,4,,H,E,N,Y,2.0,2,1.0,Y,Y,,Y,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1016,120812404,31,10.5,565.07,527.57,37.5,Positive,1.21,0.34,OH,44705,S,H,,,G,0,0,997,360,1957,0,0,C,3227,900.0,11000.0,F,1933,S,Z,B,15,1,,C,B,N,,,1,1.0,Y,Y,,,Y,Y,,,34291.0,49225.0,18933.0,0.016
1017,117736228,31,27.5,1476.21,1429.32,46.89,Positive,1.51,0.89,OH,44705,S,H,,,G,0,0,368,182,1900,0,0,C,1009,1200.0,6000.0,M,1948,M,Z,,15,6,,C,B,N,Y,3.0,3,3.0,Y,Y,,,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1018,109520739,31,38.4,2065.86,1982.99,82.87,Positive,2.67,1.24,OH,44705,S,H,,,G,0,0,1307,744,1974,0,2015,G,6503,2500.0,15000.0,M,1971,M,A,,15,7,,O,G,N,Y,5.0,2,1.0,Y,Y,,,Y,Y,,Y,34291.0,49225.0,18933.0,0.016
1019,126092664,31,17.9,964.45,870.64,93.81,Positive,3.03,0.58,OH,44705,S,H,,,G,0,0,549,360,2001,1,2001,C,8403,1000.0,5000.0,F,1972,S,Y,B,15,2,Y,J,B,N,Y,1.0,1,2.0,Y,Y,,,,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1020,121837362,31,20.1,1079.99,953.66,126.33,Positive,4.08,0.65,OH,44705,S,H,,,G,0,0,1307,744,1972,0,0,F,5180,1900.0,14000.0,M,1934,M,Z,B,15,9,,N,H,N,Y,7.0,2,3.0,Y,Y,,,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1021,108299522,31,27.9,1502.12,1372.17,129.95,Positive,4.19,0.9,OH,44705,S,H,,,G,0,0,549,360,1952,0,0,C,6372,900.0,12000.0,M,1946,M,D,B,15,5,,J,E,N,Y,1.0,4,3.0,Y,,Y,Y,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1022,109601282,38,29.6,1811.03,1592.27,218.76,Positive,5.76,0.78,OH,44705,S,H,,,G,0,0,1307,744,1983,3,2008,G,5180,1800.0,12000.0,F,1962,M,Z,,9,2,,O,F,N,,,2,1.0,,,,,,,,,34291.0,49225.0,18933.0,0.016
1023,106989585,37,38.8,2341.77,1960.63,381.14,Positive,10.3,1.05,OH,44705,S,H,,,G,0,0,636,396,1953,1,2001,C,6596,1200.0,7000.0,F,1956,S,D,A,15,1,,B,B,N,,,1,1.0,Y,Y,Y,Y,Y,Y,,Y,34291.0,49225.0,18933.0,0.016
1024,125839746,38,38.5,2345.33,1959.33,386.0,Positive,10.16,1.01,OH,44705,S,H,,,G,0,0,1307,744,1984,3,2003,F,5180,1400.0,11000.0,M,1957,M,Z,A,14,2,,O,G,N,N,0.0,2,2.0,Y,Y,Y,,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1025,108562544,38,35.9,2205.77,1708.4,497.37,Positive,13.09,0.94,OH,44705,S,H,,,G,0,0,489,238,1925,0,0,C,7604,1100.0,3000.0,F,1949,M,G,B,15,9,,D,B,N,Y,6.0,3,3.0,Y,Y,Y,Y,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1026,125382931,38,81.7,5055.6,3494.07,1561.53,Positive,41.09,2.15,OH,44705,S,H,,,E,0,0,549,360,1971,1,2003,C,5936,,,M,1935,M,Z,,14,2,,I,B,N,,,2,1.0,Y,Y,Y,Y,Y,Y,Y,Y,34291.0,49225.0,18933.0,0.016
1027,159417409,23,28.9,1404.04,1576.52,-172.48,Negative,-7.5,1.26,OH,45385,S,H,,,G,3,3,1226,662,1966,2,1987,H,4024,2400.0,66000.0,F,1960,M,Y,B,15,9,,O,G,N,Y,3.0,6,3.0,Y,Y,,Y,Y,Y,Y,Y,57511.0,78627.0,32243.0,0.058
1028,268919329,22,30.2,1470.39,1587.94,-117.55,Negative,-5.34,1.37,OH,45385,S,H,,,E,4,4,1391,835,1979,1,1977,J,166,1900.0,616000.0,F,1946,M,A,B,15,7,Y,O,H,N,Y,4.0,3,3.0,Y,Y,,Y,Y,Y,,Y,57511.0,78627.0,32243.0,0.058
1029,159594569,23,33.5,1629.62,1736.31,-106.69,Negative,-4.64,1.46,OH,45385,S,H,,A,G,3,3,2262,1263,2006,3,2012,Q,664,4800.0,23000.0,M,1953,M,A,A,11,2,,R,I,N,Y,,2,3.0,Y,Y,Y,,,,,Y,57511.0,78627.0,32243.0,0.058
1030,269043265,27,20.1,975.32,1069.75,-94.43,Negative,-3.5,0.74,OH,45385,S,H,,A,G,3,3,906,536,2000,4,2000,I,8318,2800.0,9000.0,M,1968,M,Z,A,15,6,,O,F,N,Y,4.0,2,3.0,Y,,Y,,,,Y,Y,57511.0,78627.0,32243.0,0.058
1031,268981008,29,35.3,1739.83,1832.44,-92.61,Negative,-3.19,1.22,OH,45385,S,H,,A,G,3,3,1226,662,1959,3,2006,F,4550,1300.0,18000.0,M,1946,M,A,A,11,3,,O,G,N,N,0.0,3,2.0,,Y,,Y,Y,Y,,Y,57511.0,78627.0,32243.0,0.058
